Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000001617	3	50155045	50189075	1	SEMA3F	protein_coding
ENSG00000165527	14	49893092	49897054	1	ARF6	protein_coding
ENSG00000104419	8	133237171	133302022	-1	NDRG1	protein_coding
ENSG00000277060	CHR_HSCHR19LRC_PGF1_CTG3_1	54894717	54929555	1	NLRP2	protein_coding
ENSG00000171517	1	84811602	84893213	-1	LPAR3	protein_coding
ENSG00000139629	12	51351247	51392867	-1	GALNT6	protein_coding
ENSG00000078177	4	40056826	40158252	1	N4BP2	protein_coding
ENSG00000105509	19	51713112	51723994	-1	HAS1	protein_coding
ENSG00000050438	12	51391317	51515763	1	SLC4A8	protein_coding
ENSG00000196388	17	4988130	4997610	-1	INCA1	protein_coding
ENSG00000102385	X	101219769	101264497	1	DRP2	protein_coding
ENSG00000230456	CHR_HSCHR6_MHC_DBB_CTG1	30871677	30890873	1	DDR1	protein_coding
ENSG00000273535	CHR_HSCHR19LRC_PGF1_CTG3_1	54836140	54846123	1	NCR1	protein_coding
ENSG00000139344	12	95943293	95968716	1	AMDHD1	protein_coding
ENSG00000112031	6	152987362	153002685	-1	MTRF1L	protein_coding
ENSG00000151239	12	43793723	43806375	-1	TWF1	protein_coding
ENSG00000240184	5	141475947	141512979	1	PCDHGC3	protein_coding
ENSG00000135374	11	34478793	34513805	-1	ELF5	protein_coding
ENSG00000164574	5	154190730	154420984	1	GALNT10	protein_coding
ENSG00000170545	12	51244558	51270890	-1	SMAGP	protein_coding
ENSG00000183283	12	51238292	51271362	1	DAZAP2	protein_coding
ENSG00000116985	1	39757182	39788861	-1	BMP8B	protein_coding
ENSG00000275824	CHR_HSCHR17_7_CTG4	36103979	36106010	1	CCL4	protein_coding
ENSG00000160339	9	134880812	134887520	1	FCN2	protein_coding
ENSG00000153130	4	140257286	140385726	1	SCOC	protein_coding
ENSG00000063176	19	48619291	48630717	1	SPHK2	protein_coding
ENSG00000100865	14	102341102	102362916	-1	CINP	protein_coding
ENSG00000131373	3	15560704	15601852	-1	HACL1	protein_coding
ENSG00000108424	17	47649476	47685505	1	KPNB1	protein_coding
ENSG00000272532	CHR_HSCHR22_2_CTG1	42126481	42130888	-1	CYP2D6	polymorphic_pseudogene
ENSG00000100985	20	46008908	46016561	1	MMP9	protein_coding
ENSG00000112293	6	24424565	24495205	-1	GPLD1	protein_coding
ENSG00000186335	5	151314978	151347590	-1	SLC36A2	protein_coding
ENSG00000105258	19	36113710	36115346	-1	POLR2I	protein_coding
ENSG00000104892	19	45333434	45351520	1	KLC3	protein_coding
ENSG00000274779	CHR_HSCHR16_1_CTG1	15317897	15380303	-1	NOMO1	protein_coding
ENSG00000197479	5	141199582	141203779	1	PCDHB11	protein_coding
ENSG00000164663	6	41789896	41895361	-1	USP49	protein_coding
ENSG00000141994	19	5784832	5791238	-1	DUS3L	protein_coding
ENSG00000151552	4	17460261	17512234	-1	QDPR	protein_coding
ENSG00000137731	11	117800844	117828698	-1	FXYD2	protein_coding
ENSG00000058668	1	203626561	203744081	1	ATP2B4	protein_coding
ENSG00000078369	1	1785285	1891117	-1	GNB1	protein_coding
ENSG00000090621	1	39560816	39576790	-1	PABPC4	protein_coding
ENSG00000119121	9	74722495	74888094	-1	TRPM6	protein_coding
ENSG00000105877	7	21543215	21901839	1	DNAH11	protein_coding
ENSG00000076706	11	119308529	119321521	-1	MCAM	protein_coding
ENSG00000134954	11	128458761	128587558	-1	ETS1	protein_coding
ENSG00000166394	11	7665100	7677222	-1	CYB5R2	protein_coding
ENSG00000114779	3	51968510	51983409	-1	ABHD14B	protein_coding
ENSG00000274926	CHR_HSCHR19LRC_PGF1_CTG3_1	54699775	54714233	1	KIR2DL1	protein_coding
ENSG00000134644	1	30931506	31065991	-1	PUM1	protein_coding
ENSG00000163444	1	203007386	203024848	1	TMEM183A	protein_coding
ENSG00000267855	19	8308768	8321396	-1	NDUFA7	protein_coding
ENSG00000183542	12	10407382	10409757	-1	KLRC4	protein_coding
ENSG00000151090	3	24117153	24495756	-1	THRB	protein_coding
ENSG00000013275	19	39971005	39981441	1	PSMC4	protein_coding
ENSG00000120833	12	93569814	93583487	1	SOCS2	protein_coding
ENSG00000196787	6	27133042	27135291	1	HIST1H2AG	protein_coding
ENSG00000172264	20	13995369	16053197	1	MACROD2	protein_coding
ENSG00000117139	1	202724495	202809470	-1	KDM5B	protein_coding
ENSG00000054179	9	137048098	137054045	-1	ENTPD2	protein_coding
ENSG00000106665	7	74289475	74405943	1	CLIP2	protein_coding
ENSG00000244274	20	45406057	45410610	1	DBNDD2	protein_coding
ENSG00000013561	5	141958328	141990291	1	RNF14	protein_coding
ENSG00000138131	10	98247690	98268250	-1	LOXL4	protein_coding
ENSG00000166483	11	9573681	9593457	1	WEE1	protein_coding
ENSG00000260916	15	55340032	55408510	-1	CCPG1	protein_coding
ENSG00000139517	13	27545911	27620404	-1	LNX2	protein_coding
ENSG00000118655	1	113905141	113914086	1	DCLRE1B	protein_coding
ENSG00000146678	7	45888357	45893668	1	IGFBP1	protein_coding
ENSG00000036828	3	122183683	122291629	1	CASR	protein_coding
ENSG00000226634	CHR_HSCHR6_MHC_COX_CTG1	31714445	31718024	-1	DDAH2	protein_coding
ENSG00000010704	6	26087281	26098343	1	HFE	protein_coding
ENSG00000278821	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54769815	54784318	1	KIR2DL1	protein_coding
ENSG00000123453	9	133663560	133739955	-1	SARDH	protein_coding
ENSG00000166974	18	34976928	35143470	1	MAPRE2	protein_coding
ENSG00000182551	2	3497361	3519736	-1	ADI1	protein_coding
ENSG00000137948	1	91949371	92014426	1	BRDT	protein_coding
ENSG00000185100	14	104724186	104747325	1	ADSSL1	protein_coding
ENSG00000241296	CHR_HSCHR6_MHC_SSTO_CTG1	33025327	33043825	-1	HLA-DMB	protein_coding
ENSG00000133226	1	24631716	24673267	1	SRRM1	protein_coding
ENSG00000049130	12	88492793	88580851	-1	KITLG	protein_coding
ENSG00000100867	14	23630115	23645639	1	DHRS2	protein_coding
ENSG00000275744	CHR_HSCHR22_1_CTG7	23856703	23886309	1	SLC2A11	protein_coding
ENSG00000182195	X	141175745	141177125	-1	LDOC1	protein_coding
ENSG00000224841	CHR_HSCHR6_MHC_COX_CTG1	33213258	33220928	-1	RGL2	protein_coding
ENSG00000180801	4	113900284	113979727	-1	ARSJ	protein_coding
ENSG00000109536	4	189940788	189963204	1	FRG1	protein_coding
ENSG00000213398	16	67939750	67944131	-1	LCAT	protein_coding
ENSG00000179862	1	40861051	40862366	-1	CITED4	protein_coding
ENSG00000197498	6	110982015	111028263	1	RPF2	protein_coding
ENSG00000144747	3	69019827	69052339	-1	TMF1	protein_coding
ENSG00000198774	12	85800697	85836570	-1	RASSF9	protein_coding
ENSG00000175121	20	45109452	45115172	-1	WFDC5	protein_coding
ENSG00000189060	22	37805093	37807436	1	H1F0	protein_coding
ENSG00000185666	22	32512552	33058372	-1	SYN3	protein_coding
ENSG00000262655	11	13962689	14267884	1	SPON1	protein_coding
ENSG00000112144	6	53001279	53061802	-1	ICK	protein_coding
ENSG00000141503	17	4833388	4898061	1	MINK1	protein_coding
ENSG00000232708	CHR_HSCHR6_MHC_DBB_CTG1	29918020	29920795	1	HLA-K	unprocessed_pseudogene
ENSG00000102158	X	77826364	77895593	-1	MAGT1	protein_coding
ENSG00000105323	19	41262496	41307598	1	HNRNPUL1	protein_coding
ENSG00000198736	16	1938210	1943326	-1	MSRB1	protein_coding
ENSG00000205268	8	65717510	65842322	-1	PDE7A	protein_coding
ENSG00000185760	6	72621792	73198851	1	KCNQ5	protein_coding
ENSG00000110921	12	109573255	109598117	1	MVK	protein_coding
ENSG00000235758	CHR_HSCHR6_MHC_MCF_CTG1	32244640	32254524	-1	AGPAT1	protein_coding
ENSG00000169896	16	31259967	31332892	1	ITGAM	protein_coding
ENSG00000183513	2	98599310	98608515	-1	COA5	protein_coding
ENSG00000143153	1	169105697	169132722	1	ATP1B1	protein_coding
ENSG00000143553	1	153658654	153661830	1	SNAPIN	protein_coding
ENSG00000088205	2	117814650	117832379	1	DDX18	protein_coding
ENSG00000095015	5	56815574	56896152	1	MAP3K1	protein_coding
ENSG00000143194	1	166975582	167022214	1	MAEL	protein_coding
ENSG00000110887	12	108858932	108901043	1	DAO	protein_coding
ENSG00000184922	17	45221444	45247320	1	FMNL1	protein_coding
ENSG00000143631	1	152302175	152325203	-1	FLG	protein_coding
ENSG00000137745	11	102942995	102955734	-1	MMP13	protein_coding
ENSG00000077721	X	119574467	119591083	1	UBE2A	protein_coding
ENSG00000186416	X	119588337	119606443	-1	NKRF	protein_coding
ENSG00000152382	1	166856510	166876327	-1	TADA1	protein_coding
ENSG00000143365	1	151806071	151831872	-1	RORC	protein_coding
ENSG00000131037	19	55072020	55087923	1	EPS8L1	protein_coding
ENSG00000080815	14	73136418	73223691	1	PSEN1	protein_coding
ENSG00000152611	5	35904295	35938779	-1	CAPSL	protein_coding
ENSG00000276590	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	54738496	54752881	1	KIR2DL3	protein_coding
ENSG00000130783	12	122774327	122827528	1	CCDC62	protein_coding
ENSG00000143776	1	226989865	227318474	-1	CDC42BPA	protein_coding
ENSG00000258227	7	141927357	141947007	-1	CLEC5A	protein_coding
ENSG00000242252	1	156241962	156243321	1	BGLAP	protein_coding
ENSG00000140416	15	63042632	63071915	1	TPM1	protein_coding
ENSG00000173559	2	191678068	191696659	1	NABP1	protein_coding
ENSG00000134352	5	55935095	55994993	-1	IL6ST	protein_coding
ENSG00000183317	1	37713880	37765133	-1	EPHA10	protein_coding
ENSG00000100823	14	20455191	20457772	1	APEX1	protein_coding
ENSG00000116299	1	109113679	109206781	1	KIAA1324	protein_coding
ENSG00000081087	6	108041409	108165854	-1	OSTM1	protein_coding
ENSG00000159403	12	7080199	7092607	-1	C1R	protein_coding
ENSG00000178226	16	31138925	31150094	-1	PRSS36	protein_coding
ENSG00000158517	7	74773962	74789315	1	NCF1	protein_coding
ENSG00000276126	CHR_HSCHR2_3_CTG15	241799063	241804208	1	GAL3ST2	protein_coding
ENSG00000197540	19	544034	549924	1	GZMM	protein_coding
ENSG00000136026	12	106237877	106304279	-1	CKAP4	protein_coding
ENSG00000100578	14	58427385	58551289	1	KIAA0586	protein_coding
ENSG00000008282	7	106090503	106112576	-1	SYPL1	protein_coding
ENSG00000237508	CHR_HSCHR6_MHC_MANN_CTG1	29719844	29735599	1	HLA-F	protein_coding
ENSG00000106341	7	31686715	31708455	1	PPP1R17	protein_coding
ENSG00000232099	CHR_HSCHR6_MHC_MANN_CTG1	29671913	29680622	-1	ZFP57	protein_coding
ENSG00000181555	3	47016429	47163967	-1	SETD2	protein_coding
ENSG00000153140	5	90392261	90409786	-1	CETN3	protein_coding
ENSG00000185479	12	52446651	52452126	-1	KRT6B	protein_coding
ENSG00000231268	CHR_HSCHR6_MHC_APD_CTG1	32247977	32251333	-1	AGER	protein_coding
ENSG00000125861	20	3659292	3663399	-1	GFRA4	protein_coding
ENSG00000132603	16	69337996	69343111	1	NIP7	protein_coding
ENSG00000152558	11	102396332	102470384	-1	TMEM123	protein_coding
ENSG00000100196	22	38468062	38483447	1	KDELR3	protein_coding
ENSG00000132906	1	15490832	15526534	-1	CASP9	protein_coding
ENSG00000143622	1	155897808	155911404	-1	RIT1	protein_coding
ENSG00000167123	9	128411751	128437351	1	CERCAM	protein_coding
ENSG00000243496	CHR_HSCHR6_MHC_DBB_CTG1	32790888	32795173	-1	HLA-DOB	protein_coding
ENSG00000229474	15	44665732	44711316	-1	PATL2	protein_coding
ENSG00000147869	9	14719724	14722717	-1	CER1	protein_coding
ENSG00000113739	5	173314713	173329503	-1	STC2	protein_coding
ENSG00000165688	9	136410570	136423761	1	PMPCA	protein_coding
ENSG00000165684	9	136375577	136400168	-1	SNAPC4	protein_coding
ENSG00000092201	14	21351472	21384266	-1	SUPT16H	protein_coding
ENSG00000101199	20	63272785	63289793	1	ARFGAP1	protein_coding
ENSG00000107736	10	71396934	71815947	1	CDH23	protein_coding
ENSG00000163875	1	37492575	37514774	-1	MEAF6	protein_coding
ENSG00000169621	2	68467561	68655862	1	APLF	protein_coding
ENSG00000146776	7	105605067	105876604	-1	ATXN7L1	protein_coding
ENSG00000084073	1	40258107	40294184	1	ZMPSTE24	protein_coding
ENSG00000211893	14	105639559	105644790	-1	IGHG2	IG_C_gene
ENSG00000211892	14	105620506	105626066	-1	IGHG4	IG_C_gene
ENSG00000037241	5	172958729	172969771	1	RPL26L1	protein_coding
ENSG00000171530	5	77691166	77868780	-1	TBCA	protein_coding
ENSG00000136930	9	124353466	124415444	-1	PSMB7	protein_coding
ENSG00000196535	17	29071124	29180412	-1	MYO18A	protein_coding
ENSG00000143353	1	219173844	219212865	1	LYPLAL1	protein_coding
ENSG00000187608	1	1001138	1014540	1	ISG15	protein_coding
ENSG00000123739	4	109709989	109730077	-1	PLA2G12A	protein_coding
ENSG00000130958	9	96313444	96383710	-1	SLC35D2	protein_coding
ENSG00000135519	12	49539157	49558308	1	KCNH3	protein_coding
ENSG00000122121	X	129738974	129769538	1	XPNPEP2	protein_coding
ENSG00000103319	16	22206282	22288732	1	EEF2K	protein_coding
ENSG00000205403	4	109740694	109802179	-1	CFI	protein_coding
ENSG00000171914	15	62390526	62844631	1	TLN2	protein_coding
ENSG00000186603	1	45326905	45328533	1	HPDL	protein_coding
ENSG00000162869	2	48440598	48515391	1	PPP1R21	protein_coding
ENSG00000065357	12	55927319	55954027	1	DGKA	protein_coding
ENSG00000130948	9	96235306	96302176	-1	HSD17B3	protein_coding
ENSG00000173581	19	55641062	55653161	1	CCDC106	protein_coding
ENSG00000052126	12	19129752	19376400	1	PLEKHA5	protein_coding
ENSG00000213015	19	55635016	55643469	1	ZNF580	protein_coding
ENSG00000171425	19	55635459	55645622	1	ZNF581	protein_coding
ENSG00000213928	14	24161053	24166565	1	IRF9	protein_coding
ENSG00000149532	11	61402641	61430031	-1	CPSF7	protein_coding
ENSG00000151131	12	104986310	105074197	1	C12orf45	protein_coding
ENSG00000255529	15	57706629	57782762	1	POLR2M	protein_coding
ENSG00000092200	14	21287939	21351301	1	RPGRIP1	protein_coding
ENSG00000118418	6	79201245	79234738	-1	HMGN3	protein_coding
ENSG00000248290	6	32008614	32012472	-1	TNXA	unprocessed_pseudogene
ENSG00000137171	6	43040777	43075099	1	KLC4	protein_coding
ENSG00000188641	1	97077743	97995000	-1	DPYD	protein_coding
ENSG00000100162	22	41938721	41947164	-1	CENPM	protein_coding
ENSG00000204516	6	31494881	31511124	1	MICB	protein_coding
ENSG00000012124	19	35319261	35347355	1	CD22	protein_coding
ENSG00000272333	19	35718019	35738878	1	KMT2B	protein_coding
ENSG00000163873	1	36795527	37034129	-1	GRIK3	protein_coding
ENSG00000267796	19	35748361	35754519	1	LIN37	protein_coding
ENSG00000112306	6	132814441	132817564	1	RPS12	protein_coding
ENSG00000179943	19	55591371	55601970	-1	FIZ1	protein_coding
ENSG00000204941	19	43166256	43186536	-1	PSG5	protein_coding
ENSG00000171443	19	55600022	55603138	1	ZNF524	protein_coding
ENSG00000112651	6	43054029	43059806	-1	MRPL2	protein_coding
ENSG00000159842	17	1003518	1229738	-1	ABR	protein_coding
ENSG00000273498	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54789862	54800938	1	KIR2DL4	protein_coding
ENSG00000104835	19	38915266	38930896	-1	SARS2	protein_coding
ENSG00000119401	9	116687302	116701300	1	TRIM32	protein_coding
ENSG00000104974	19	54593582	54602090	1	LILRA1	protein_coding
ENSG00000006744	17	12992391	13018187	-1	ELAC2	protein_coding
ENSG00000023330	3	52198086	52214327	1	ALAS1	protein_coding
ENSG00000111371	12	46183063	46270017	-1	SLC38A1	protein_coding
ENSG00000277626	CHR_HSCHR17_1_CTG5	47057885	47113984	-1	WNT3	protein_coding
ENSG00000274073	CHR_HSCHR19LRC_COX1_CTG3_1	54107066	54115801	-1	TFPT	protein_coding
ENSG00000278316	CHR_HSCHR19LRC_PGF1_CTG3_1	54942120	54966679	-1	GP6	protein_coding
ENSG00000175727	12	122078722	122147347	1	MLXIP	protein_coding
ENSG00000188735	12	121712752	121783001	1	TMEM120B	protein_coding
ENSG00000118246	2	206765357	206792509	1	FASTKD2	protein_coding
ENSG00000154027	1	77282051	77559969	1	AK5	protein_coding
ENSG00000143627	1	155289293	155301438	-1	PKLR	protein_coding
ENSG00000089041	12	121132819	121188032	1	P2RX7	protein_coding
ENSG00000111786	12	120461668	120469793	-1	SRSF9	protein_coding
ENSG00000114948	2	206443539	206621130	1	ADAM23	protein_coding
ENSG00000141101	16	69741867	69754940	-1	NOB1	protein_coding
ENSG00000104888	19	49429401	49442360	-1	SLC17A7	protein_coding
ENSG00000072274	3	196027183	196082189	-1	TFRC	protein_coding
ENSG00000134287	12	48935723	48957551	-1	ARF3	protein_coding
ENSG00000138641	4	88592423	88708542	1	HERC3	protein_coding
ENSG00000227826	CHR_HSCHR6_MHC_MANN_CTG1	32574846	32589794	-1	HLA-DRB4	protein_coding
ENSG00000162849	1	245154985	245709431	1	KIF26B	protein_coding
ENSG00000054282	1	243256034	243500092	1	SDCCAG8	protein_coding
ENSG00000117091	1	160678746	160711851	-1	CD48	protein_coding
ENSG00000029363	6	136256627	136289851	-1	BCLAF1	protein_coding
ENSG00000183273	12	119334712	119541047	1	CCDC60	protein_coding
ENSG00000162783	1	181088712	181092899	1	IER5	protein_coding
ENSG00000111707	12	118376380	118418031	1	SUDS3	protein_coding
ENSG00000143515	1	154325553	154351307	1	ATP8B2	protein_coding
ENSG00000169223	5	177331562	177351852	-1	LMAN2	protein_coding
ENSG00000105372	19	41859918	41872926	1	RPS19	protein_coding
ENSG00000177981	12	48147788	48181213	-1	ASB8	protein_coding
ENSG00000163644	4	88257620	88284769	-1	PPM1K	protein_coding
ENSG00000167797	11	67506497	67508649	-1	CDK2AP2	protein_coding
ENSG00000161202	3	184155311	184173614	1	DVL3	protein_coding
ENSG00000232326	CHR_HSCHR6_MHC_SSTO_CTG1	32912700	32929495	-1	TAP2	protein_coding
ENSG00000136240	7	6445953	6484242	-1	KDELR2	protein_coding
ENSG00000166289	19	29665056	29675457	1	PLEKHF1	protein_coding
ENSG00000235750	1	175156987	175192999	-1	KIAA0040	protein_coding
ENSG00000134201	1	109711780	109775428	1	GSTM5	protein_coding
ENSG00000125378	14	53949736	53958761	-1	BMP4	protein_coding
ENSG00000066557	1	70144805	70205620	-1	LRRC40	protein_coding
ENSG00000150990	12	124946825	124989122	-1	DHX37	protein_coding
ENSG00000105880	7	97020392	97024950	-1	DLX5	protein_coding
ENSG00000117601	1	173903804	173917378	-1	SERPINC1	protein_coding
ENSG00000164691	6	159034468	159045152	-1	TAGAP	protein_coding
ENSG00000168398	14	96204679	96244166	1	BDKRB2	protein_coding
ENSG00000130475	19	17747718	17788568	1	FCHO1	protein_coding
ENSG00000099337	19	38319844	38332076	1	KCNK6	protein_coding
ENSG00000120334	1	173799550	173824720	-1	CENPL	protein_coding
ENSG00000135094	12	113392445	113426301	-1	SDS	protein_coding
ENSG00000152556	12	48105139	48146404	1	PFKM	protein_coding
ENSG00000162946	1	231626815	232041272	1	DISC1	protein_coding
ENSG00000213024	19	49906825	49929763	-1	NUP62	protein_coding
ENSG00000100522	14	52775194	52791668	-1	GNPNAT1	protein_coding
ENSG00000100558	14	67386983	67412200	-1	PLEK2	protein_coding
ENSG00000104960	19	49850735	49860744	1	PTOV1	protein_coding
ENSG00000213096	19	24033405	24129961	1	ZNF254	protein_coding
ENSG00000167258	17	39461511	39564907	1	CDK12	protein_coding
ENSG00000117036	1	157121191	157138474	-1	ETV3	protein_coding
ENSG00000111344	12	113098819	113136239	-1	RASAL1	protein_coding
ENSG00000139190	12	6462237	6470987	-1	VAMP1	protein_coding
ENSG00000163131	1	150730196	150765957	-1	CTSS	protein_coding
ENSG00000139193	12	6444867	6451718	1	CD27	protein_coding
ENSG00000185761	19	1505018	1513604	-1	ADAMTSL5	protein_coding
ENSG00000214262	1	168245565	168247343	-1	ANKRD36BP1	transcribed_processed_pseudogene
ENSG00000174780	4	56467336	56503681	1	SRP72	protein_coding
ENSG00000278091	CHR_HSCHR19_1_CTG2	20929638	20957113	1	ZNF85	protein_coding
ENSG00000188786	1	37809567	37859620	-1	MTF1	protein_coding
ENSG00000180185	16	1826941	1840207	1	FAHD1	protein_coding
ENSG00000141012	16	88813734	88856970	-1	GALNS	protein_coding
ENSG00000188015	1	153547329	153549372	-1	S100A3	protein_coding
ENSG00000143774	1	228139962	228148984	1	GUK1	protein_coding
ENSG00000125686	17	39404285	39451286	-1	MED1	protein_coding
ENSG00000183137	6	109095110	109163932	1	CEP57L1	protein_coding
ENSG00000174197	15	41621224	41773081	1	MGA	protein_coding
ENSG00000138161	10	122832149	122850793	-1	CUZD1	protein_coding
ENSG00000144827	3	111979010	111993363	1	ABHD10	protein_coding
ENSG00000010282	3	42692663	42702827	-1	HHATL	protein_coding
ENSG00000146197	6	35214419	35253079	1	SCUBE3	protein_coding
ENSG00000151665	2	46580937	46617119	-1	PIGF	protein_coding
ENSG00000173137	8	144373101	144393242	1	ADCK5	protein_coding
ENSG00000141404	18	11688956	11885685	1	GNAL	protein_coding
ENSG00000264522	1	149937812	150010676	-1	OTUD7B	protein_coding
ENSG00000102226	X	47232690	47248328	1	USP11	protein_coding
ENSG00000169604	2	69013178	69249327	1	ANTXR1	protein_coding
ENSG00000171862	10	87863113	87971930	1	PTEN	protein_coding
ENSG00000103111	16	77190835	77202405	1	MON1B	protein_coding
ENSG00000103569	15	58138169	58185911	1	AQP9	protein_coding
ENSG00000130477	19	17601328	17688365	-1	UNC13A	protein_coding
ENSG00000204842	12	111443485	111599676	-1	ATXN2	protein_coding
ENSG00000184270	1	149887524	149887916	-1	HIST2H2AB	protein_coding
ENSG00000143375	1	151510510	151538692	1	CGN	protein_coding
ENSG00000158571	X	54932961	54998534	-1	PFKFB1	protein_coding
ENSG00000277926	CHR_HSCHR2_3_CTG15	241808825	241817413	1	NEU4	protein_coding
ENSG00000278311	17	36544888	36589848	1	GGNBP2	protein_coding
ENSG00000085433	1	108970214	109042113	-1	WDR47	protein_coding
ENSG00000142669	1	26279176	26281522	1	SH3BGRL3	protein_coding
ENSG00000170091	5	174045604	174243501	1	NSG2	protein_coding
ENSG00000139155	12	20695355	20753386	1	SLCO1C1	protein_coding
ENSG00000169756	2	108534355	108687246	1	LIMS1	protein_coding
ENSG00000230389	CHR_HSCHR6_MHC_SSTO_CTG1	31453889	31456523	1	HCP5	processed_transcript
ENSG00000163479	1	156009048	156020959	-1	SSR2	protein_coding
